GO,Function,Proteins,Gene Name,Ontology group,Count of protein,Number of proteins detected within the genome,GO frequency within the dataset (%),GO frequency within the genome (%),P-Value,P-Values_BH
GO:0016491,oxidoreductase activity,Q8MJ24(Evidence code:IEA/Database source:UniProtKB-KW:KW-0560)E1BBX5(Evidence code:IEA/Database source:InterPro:IPR002346|I)A5PJN2(Evidence code:IEA/Database source:UniProtKB-KW:KW-0560)A3KLR9(Evidence code:IEA/Database source:UniProtKB-KW:KW-0560)E1BKZ1(Evidence code:IEA/Database source:InterPro:IPR016156|I)Q3MHX0(Evidence code:IEA/Database source:InterPro:IPR005066|I)Q9TTK6(Evidence code:IEA/Database source:UniProtKB-KW:KW-0560), LOXL4 AOX2 ERO1A  ECSOD GSR SUOX AOC3,MF,7,7 of 361,4.05,1.94,0.004331,0.0259
GO:0008285,negative regulation of cell proliferation,Q3ZBZ6(Evidence code:IEA/Database source:UniProtKB:Q8CFZ4|ens)Q0P5D6(Evidence code:IEA/Database source:InterPro:IPR027261)F1MME1(Evidence code:IEA/Database source:UniProtKB:Q15262|ens)P56965(Evidence code:IEA/Database source:UniProtKB:O94760|ens), GPC3 RARRES1 PTPRK DDAH1,BP,4,4 of 119,2.31,3.36,0.004615,0.02743
GO:0043235,receptor complex,P01131(Evidence code:IEA/Database source:UniProtKB:P01130|ens)F1MS00(Evidence code:IEA/Database source:UniProtKB:P07949|ens)P49259(Evidence code:IEA/Database source:UniProtKB:Q13018|ens), LDLR RET PLA2R1,CC,3,3 of 61,1.73,4.92,0.005085,0.03003
GO:0014068,positive regulation of phosphatidylinositol 3-kinase signaling,P21793(Evidence code:IEA/Database source:UniProtKB:P07585|ens)A5D7C8(Evidence code:IEA/Database source:UniProtKB:Q92854|ens), DCN SEMA4D,BP,2,2 of 18,1.16,11.11,0.005138,0.03015
GO:0045177,apical part of cell,P01131(Evidence code:IEA/Database source:UniProtKB:P35951|ens)E1B969(Evidence code:IEA/Database source:UniProtKB:E9PVD3|ens), LDLR DCHS1,CC,2,2 of 19,1.16,10.53,0.005659,0.03258
GO:0042632,cholesterol homeostasis,P01131(Evidence code:IEA/Database source:UniProtKB:P01130|ens)Q2KIW4(Evidence code:IEA/Database source:UniProtKB:P04180|ens), LDLR LCAT,BP,2,2 of 19,1.16,10.53,0.005659,0.03258
GO:0007409,axonogenesis,Q05443(Evidence code:IBA/Database source:PANTHER:PTN000689595)P19879(Evidence code:IBA/Database source:PANTHER:PTN000689992), LUM OGN,BP,2,2 of 19,1.16,10.53,0.005659,0.03258
GO:0098609,cell-cell adhesion,E1B969(Evidence code:IEA/Database source:UniProtKB:E9PVD3|ens)Q9GKR2(Evidence code:IEA/Database source:InterPro:IPR003987|I)Q28161(Evidence code:IEA/Database source:InterPro:IPR028435), DCHS1 VCAM1 PKP1,BP,3,3 of 65,1.73,4.62,0.00602,0.03445
GO:0042803,protein homodimerization activity,Q2KJ63(Evidence code:IDA/Database source:)F1N2J8(Evidence code:IEA/Database source:UniProtKB:Q6UX73|ens)Q17QK3(Evidence code:ISS/Database source:UniProtKB:Q9Y646)P21793(Evidence code:IDA/Database source:)Q2TBL2(Evidence code:IBA/Database source:PANTHER:PTN000589024), KLKB1 C16orf89 CPQ DCN CADM1,MF,5,5 of 210,2.89,2.38,0.006596,0.03751
GO:0007189,adenylate cyclase-activating G-protein coupled receptor signaling pathway,E1BEC6(Evidence code:IEA/Database source:UniProtKB:Q8VEC3|ens)F1MJV6(Evidence code:IEA/Database source:UniProtKB:Q6F3F9|ens), ADGRF1 ADGRG6,BP,2,2 of 21,1.16,9.52,0.006769,0.03826
GO:0006915,apoptotic process,Q95M17(Evidence code:IEA/Database source:UniProtKB-KW:KW-0053)Q08DN1(Evidence code:IEA/Database source:UniProtKB:O75509|ens)A6QQQ9(Evidence code:IEA/Database source:UniProtKB-KW:KW-0053)A5PJN2(Evidence code:IEA/Database source:UniProtKB-KW:KW-0053), CHIA TNFRSF21 KRT20 ERO1A ,BP,4,4 of 151,2.31,2.65,0.01026,0.03899
GO:0016791,phosphatase activity,F1MME1(Evidence code:IEA/Database source:InterPro:IPR000387)Q2T9S4(Evidence code:IEA/Database source:InterPro:IPR006349)F1MFJ3(Evidence code:IEA/Database source:InterPro:IPR000387), PTPRK PGP PTPRG,MF,3,3 of 75,1.73,4,0.008779,0.03899
GO:0030414,peptidase inhibitor activity,Q5BIR5(Evidence code:IEA/Database source:UniProtKB-KW:KW-0646)P56652(Evidence code:IEA/Database source:UniProtKB-KW:KW-0646)A2VE29(Evidence code:IEA/Database source:UniProtKB-KW:KW-0646), SERPINB8 ITIH3 ITIH5,MF,3,3 of 80,1.73,3.75,0.01039,0.03899
GO:0045807,positive regulation of endocytosis,P01131(Evidence code:IEA/Database source:UniProtKB:P35951|ens)Q3ZBZ6(Evidence code:IEA/Database source:UniProtKB:Q8CFZ4|ens), LDLR GPC3,BP,2,2 of 25,1.16,8,0.009257,0.03899
GO:0016525,negative regulation of angiogenesis,Q3SWW8(Evidence code:IEA/Database source:UniProtKB:P35443|ens)P21793(Evidence code:IEA/Database source:UniProtKB:P07585|ens), THBS4 DCN,BP,2,2 of 24,1.16,8.33,0.008602,0.03899
GO:0042158,lipoprotein biosynthetic process,Q2KIW4(Evidence code:IEA/Database source:UniProtKB:P16301|ens),LCAT,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0000121,glycerol-1-phosphatase activity,Q2T9S4(Evidence code:IEA/Database source:EC:3.1.3.21),PGP,MF,1,1 of 1,0.58,100,0.01068,0.03899
GO:0046709,IDP catabolic process,A7MBI8(Evidence code:IEA/Database source:UniProtKB:Q8BVU5|ens),NUDT9,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0035924,cellular response to vascular endothelial growth factor stimulus,G3MXM5(Evidence code:IEA/Database source:UniProtKB:P54826|ens),GAS1,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0032793,positive regulation of CREB transcription factor activity,E1BEC6(Evidence code:IEA/Database source:UniProtKB:Q8VEC3|ens),ADGRF1,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0034186,apolipoprotein A-I binding,Q2KIW4(Evidence code:IEA/Database source:UniProtKB:P04180|ens),LCAT,MF,1,1 of 1,0.58,100,0.01068,0.03899
GO:0017110,nucleoside-diphosphatase activity,E1BPW0(Evidence code:IEA/Database source:EC:3.6.1.6),ENTPD5,MF,1,1 of 1,0.58,100,0.01068,0.03899
GO:2001224,positive regulation of neuron migration,F1MEW1(Evidence code:IEA/Database source:UniProtKB:O08665|ens),SEMA3A,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0060384,innervation,E1BIY5(Evidence code:IEA/Database source:UniProtKB:Q8CFG0|ens),SULF2,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0003956,NAD(P)+-protein-arginine ADP-ribosyltransferase activity,Q95KW3(Evidence code:IEA/Database source:InterPro:IPR000768),ART3,MF,1,1 of 1,0.58,100,0.01068,0.03899
GO:0032596,protein transport into membrane raft,E1BKZ9(Evidence code:IMP/Database source:),SORT1,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0043874,acireductone synthase activity,Q0VD27(Evidence code:IEA/Database source:InterPro:IPR023943),ENOPH1,MF,1,1 of 1,0.58,100,0.01068,0.03899
GO:0044224,juxtaparanode region of axon,E1BPC9(Evidence code:IEA/Database source:UniProtKB:Q61330|ens),CNTN2,CC,1,1 of 1,0.58,100,0.01068,0.03899
GO:0097252,oligodendrocyte apoptotic process,Q08DN1(Evidence code:IEA/Database source:UniProtKB:Q9EPU5|ens),TNFRSF21,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0007158,neuron cell-cell adhesion,F1MS00(Evidence code:IEA/Database source:UniProtKB:P07949|ens),RET,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:1902513,regulation of organelle transport along microtubule,F1MSQ6(Evidence code:IEA/Database source:UniProtKB:P12036|ens),NEFH,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0060336,negative regulation of interferon-gamma-mediated signaling pathway,Q2KJ64(Evidence code:IEA/Database source:UniProtKB:P05089|ens),ARG1,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0030305,heparanase activity,Q9MYY0(Evidence code:ISS/Database source:UniProtKB:Q9Y251),HPSE,MF,1,1 of 1,0.58,100,0.01068,0.03899
GO:0005157,macrophage colony-stimulating factor receptor binding,A6QL48(Evidence code:IEA/Database source:InterPro:IPR020415),IL34,MF,1,1 of 1,0.58,100,0.01068,0.03899
GO:0035963,cellular response to interleukin-13,Q1JPE3(Evidence code:IEA/Database source:UniProtKB:Q9D5J6|ens),CARKL,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0043136,glycerol-3-phosphatase activity,Q2T9S4(Evidence code:ISS/Database source:UniProtKB:Q8CHP8),PGP,MF,1,1 of 1,0.58,100,0.01068,0.03899
GO:0004567,beta-mannosidase activity,Q29444(Evidence code:IEA/Database source:EC:3.2.1.25),MANBA,MF,1,1 of 1,0.58,100,0.01068,0.03899
GO:0010899,regulation of phosphatidylcholine catabolic process,P01131(Evidence code:IEA/Database source:UniProtKB:P35951|ens),LDLR,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0044206,UMP salvage,A5PJH9(Evidence code:IEA/Database source:UniPathway:UPA00574),UPP1,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0045793,positive regulation of cell size,F1MS00(Evidence code:IEA/Database source:UniProtKB:P35546|ens),RET,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0004655,porphobilinogen synthase activity,Q58DK5(Evidence code:IEA/Database source:InterPro:IPR001731),ALAD,MF,1,1 of 1,0.58,100,0.01068,0.03899
GO:0060392,negative regulation of SMAD protein signal transduction,E1BIR5(Evidence code:IEA/Database source:UniProtKB:O75339|ens),CILP,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0097286,iron ion import,E1BG25(Evidence code:IEA/Database source:UniProtKB:P08582|ens),MELTF,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0009052,"pentose-phosphate shunt, non-oxidative branch",Q1JPE3(Evidence code:IEA/Database source:UniProtKB:Q9D5J6|ens),CARKL,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0031642,negative regulation of myelination,Q08DN1(Evidence code:IEA/Database source:UniProtKB:O75509|ens),TNFRSF21,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0017040,N-acylsphingosine amidohydrolase activity,Q17QB3(Evidence code:IEA/Database source:EC:3.5.1.23),ASAH1,MF,1,1 of 1,0.58,100,0.01068,0.03899
GO:0035799,ureter maturation,F1MS00(Evidence code:IEA/Database source:UniProtKB:P35546|ens),RET,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:1904426,positive regulation of GTP binding,Q1ZYR0(Evidence code:ISS/Database source:UniProtKB:O75503),CLN5,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:1904027,negative regulation of collagen fibril organization,P21793(Evidence code:IDA/Database source:),DCN,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0060168,positive regulation of adenosine receptor signaling pathway,E1BPC9(Evidence code:IEA/Database source:UniProtKB:Q61330|ens),CNTN2,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0098633,collagen fibril binding,P21793(Evidence code:IDA/Database source:),DCN,MF,1,1 of 1,0.58,100,0.01068,0.03899
GO:0048936,peripheral nervous system neuron axonogenesis,F1MSQ6(Evidence code:IEA/Database source:UniProtKB:P19246|ens),NEFH,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0030889,negative regulation of B cell proliferation,Q08DN1(Evidence code:IEA/Database source:UniProtKB:Q9EPU5|ens),TNFRSF21,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0003273,cell migration involved in endocardial cushion formation,E1B969(Evidence code:IEA/Database source:UniProtKB:Q96JQ0|ens),DCHS1,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0045134,uridine-diphosphatase activity,E1BPW0(Evidence code:IEA/Database source:EC:3.6.1.6),ENTPD5,MF,1,1 of 1,0.58,100,0.01068,0.03899
GO:0072138,mesenchymal cell proliferation involved in ureteric bud development,Q3ZBZ6(Evidence code:IEA/Database source:UniProtKB:Q8CFZ4|ens),GPC3,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0050436,microfibril binding,Q28019(Evidence code:IDA/Database source:),LTBP2,MF,1,1 of 1,0.58,100,0.01068,0.03899
GO:0039706,co-receptor binding,F1MNL4(Evidence code:IEA/Database source:UniProtKB:Q92859|ens),NEO1,MF,1,1 of 1,0.58,100,0.01068,0.03899
GO:1904205,negative regulation of skeletal muscle hypertrophy,Q05717(Evidence code:IEA/Database source:UniProtKB:Q07079|ens),IGFBP5,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0043181,vacuolar sequestering,Q9MYM4(Evidence code:IEA/Database source:UniProtKB:P10253|ens),GAA,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:2000394,positive regulation of lamellipodium morphogenesis,A1A4K5(Evidence code:IEA/Database source:UniProtKB:Q13822|ens),ENPP2,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0006172,ADP biosynthetic process,P00570(Evidence code:IEA/Database source:UniRule:UR000166136),AK1,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:1904707,positive regulation of vascular smooth muscle cell proliferation,Q05717(Evidence code:IEA/Database source:UniProtKB:P24593|ens),IGFBP5,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0003350,pulmonary myocardium development,A7MB70(Evidence code:IEA/Database source:UniProtKB:Q62181|ens),SEMA3C,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0030299,intestinal cholesterol absorption,P01131(Evidence code:IEA/Database source:UniProtKB:P01130|ens),LDLR,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0002086,diaphragm contraction,Q9MYM4(Evidence code:IEA/Database source:UniProtKB:P10253|ens),GAA,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0090599,alpha-glucosidase activity,Q9MYM4(Evidence code:IEA/Database source:EC:3.2.1.20),GAA,MF,1,1 of 1,0.58,100,0.01068,0.03899
GO:0003183,mitral valve morphogenesis,E1B969(Evidence code:IEA/Database source:UniProtKB:E9PVD3|ens),DCHS1,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0005161,platelet-derived growth factor receptor binding,F1ML75(Evidence code:IEA/Database source:UniProtKB:P14778|ens),IL1R1,MF,1,1 of 1,0.58,100,0.01068,0.03899
GO:0048846,axon extension involved in axon guidance,F1MEW1(Evidence code:IEA/Database source:UniProtKB:O08665|ens),SEMA3A,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0045880,positive regulation of smoothened signaling pathway,Q3ZBZ6(Evidence code:IEA/Database source:UniProtKB:Q8CFZ4|ens),GPC3,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0008967,phosphoglycolate phosphatase activity,Q2T9S4(Evidence code:ISS/Database source:UniProtKB:A6NDG6),PGP,MF,1,1 of 1,0.58,100,0.01068,0.03899
GO:0006046,N-acetylglucosamine catabolic process,A7MBC0(Evidence code:IBA/Database source:PANTHER:PTN000121925),AMDHD2,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0008449,N-acetylglucosamine-6-sulfatase activity,E1BIY5(Evidence code:IEA/Database source:UniProtKB:Q8CFG0|ens),SULF2,MF,1,1 of 1,0.58,100,0.01068,0.03899
GO:0046813,receptor-mediated virion attachment to host cell,F1MMI6(Evidence code:IEA/Database source:UniProtKB:Q8TF66|ens),LRRC15,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0047391,alkylglycerophosphoethanolamine phosphodiesterase activity,A1A4K5(Evidence code:IEA/Database source:EC:3.1.4.39),ENPP2,MF,1,1 of 1,0.58,100,0.01068,0.03899
GO:0021772,olfactory bulb development,F1MEW1(Evidence code:IEA/Database source:UniProtKB:Q14563|ens),SEMA3A,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0031133,regulation of axon diameter,E1BPC9(Evidence code:IEA/Database source:UniProtKB:Q61330|ens),CNTN2,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0072178,nephric duct morphogenesis,F1N780(Evidence code:IEA/Database source:UniProtKB:Q61772|ens),EPHA7,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0046900,tetrahydrofolylpolyglutamate metabolic process,A7YWG4(Evidence code:IBA/Database source:PANTHER:PTN000140059),GGH,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0005041,low-density lipoprotein particle receptor activity,P01131(Evidence code:IEA/Database source:UniProtKB:P01130|ens),LDLR,MF,1,1 of 1,0.58,100,0.01068,0.03899
GO:0007597,"blood coagulation, intrinsic pathway",Q2KJ63(Evidence code:IEA/Database source:InterPro:IPR034813),KLKB1,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0032914,positive regulation of transforming growth factor beta1 production,Q05443(Evidence code:IEA/Database source:UniProtKB:P51885|ens),LUM,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0045295,gamma-catenin binding,F1MME1(Evidence code:IEA/Database source:UniProtKB:Q15262|ens),PTPRK,MF,1,1 of 1,0.58,100,0.01068,0.03899
GO:0003094,glomerular filtration,E1BIY5(Evidence code:IEA/Database source:UniProtKB:Q8CFG0|ens),SULF2,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:1905907,negative regulation of amyloid fibril formation,P01131(Evidence code:IEA/Database source:UniProtKB:P35951|ens),LDLR,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0042954,lipoprotein transporter activity,Q0VC16(Evidence code:ISS/Database source:UniProtKB:Q5JRA6),MIA3,MF,1,1 of 1,0.58,100,0.01068,0.03899
GO:0019807,aspartoacylase activity,P46446(Evidence code:IEA/Database source:EC:3.5.1.15),ASPA,MF,1,1 of 1,0.58,100,0.01068,0.03899
GO:0004382,guanosine-diphosphatase activity,E1BPW0(Evidence code:IEA/Database source:EC:3.6.1.42),ENTPD5,MF,1,1 of 1,0.58,100,0.01068,0.03899
GO:0032450,maltose alpha-glucosidase activity,Q9MYM4(Evidence code:IEA/Database source:EC:3.2.1.20),GAA,MF,1,1 of 1,0.58,100,0.01068,0.03899
GO:0032688,negative regulation of interferon-beta production,O62830(Evidence code:ISS/Database source:UniProtKB:O75688),PPM1B,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0048672,positive regulation of collateral sprouting,A5D7C8(Evidence code:IEA/Database source:UniProtKB:Q92854|ens),SEMA4D,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0008448,N-acetylglucosamine-6-phosphate deacetylase activity,A7MBC0(Evidence code:IEA/Database source:InterPro:IPR003764),AMDHD2,MF,1,1 of 1,0.58,100,0.01068,0.03899
GO:0048671,negative regulation of collateral sprouting,F1N780(Evidence code:IEA/Database source:UniProtKB:Q61772|ens),EPHA7,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0001783,B cell apoptotic process,Q08DN1(Evidence code:IEA/Database source:UniProtKB:Q9EPU5|ens),TNFRSF21,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0051919,positive regulation of fibrinolysis,Q2KJ63(Evidence code:IEA/Database source:UniProtKB:P03952|ens),KLKB1,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0034722,gamma-glutamyl-peptidase activity,A7YWG4(Evidence code:IEA/Database source:EC:3.4.19.9),GGH,MF,1,1 of 1,0.58,100,0.01068,0.03899
GO:0033693,neurofilament bundle assembly,F1MSQ6(Evidence code:IEA/Database source:UniProtKB:P12036|ens),NEFH,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0046314,phosphocreatine biosynthetic process,Q9XSC6(Evidence code:ISS/Database source:UniProtKB:P07310),CKM,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0022010,central nervous system myelination,E1BPC9(Evidence code:IEA/Database source:UniProtKB:Q61330|ens),CNTN2,BP,1,1 of 1,0.58,100,0.01068,0.03899
GO:0014069,postsynaptic density,F1MD95(Evidence code:IEA/Database source:UniProtKB:Q9EPL2|ens)F1MSQ6(Evidence code:IEA/Database source:UniProtKB:P19246|ens), CLSTN1 NEFH,CC,2,2 of 28,1.16,7.14,0.01135,0.04126
GO:0048471,perinuclear region of cytoplasm,Q07537(Evidence code:IEA/Database source:UniProtKB:Q10472|ens)Q1ZYR0(Evidence code:ISS/Database source:UniProtKB:O75503)E1BKZ9(Evidence code:IEA/Database source:UniProtKB:Q99523|ens)E1BBP1(Evidence code:IEA/Database source:UniProtKB:Q14435|ens), GALNT1 CLN5 SORT1 GALNT3,CC,4,4 of 170,2.31,2.35,0.0151,0.04245
GO:0007186,G-protein coupled receptor signaling pathway,O19116(Evidence code:IEA/Database source:GO:0004930)E1BKZ9(Evidence code:IEA/Database source:UniProtKB:Q99523|ens)E1BEC6(Evidence code:IEA/Database source:InterPro:IPR000832|I)F1MJV6(Evidence code:IEA/Database source:InterPro:IPR000832|I), SFRP1 SORT1 ADGRF1 ADGRG6,BP,4,4 of 168,2.31,2.38,0.01453,0.04245
GO:0016042,lipid catabolic process,A1A4K5(Evidence code:IEA/Database source:UniProtKB-KW:KW-0442)P45478(Evidence code:ISS/Database source:UniProtKB:P50897)A6H713(Evidence code:IEA/Database source:UniProtKB-KW:KW-0442), ENPP2 PPT1 LIPA,BP,3,3 of 84,1.73,3.57,0.0118,0.04245
GO:0005765,lysosomal membrane,Q1ZYR0(Evidence code:ISS/Database source:UniProtKB:O75503)Q9MYM4(Evidence code:IEA/Database source:UniProtKB-SubCell:SL)Q9MYY0(Evidence code:IEA/Database source:UniProtKB-SubCell:SL), CLN5 GAA HPSE,CC,3,3 of 92,1.73,3.26,0.01492,0.04245
GO:0019221,cytokine-mediated signaling pathway,F1MMI6(Evidence code:IBA/Database source:PANTHER:PTN000043893)F1ML75(Evidence code:IEA/Database source:UniProtKB:P13504|ens)P21793(Evidence code:IBA/Database source:PANTHER:PTN000043893), LRRC15 IL1R1 DCN,BP,3,3 of 86,1.73,3.49,0.01254,0.04245
GO:0007507,heart development,P00514(Evidence code:IEA/Database source:UniProtKB:Q9DBC7|ens)A7MB70(Evidence code:IEA/Database source:UniProtKB:Q62181|ens), PRKAR1A SEMA3C,BP,2,2 of 32,1.16,6.25,0.01443,0.04245
GO:0017148,negative regulation of translation,P80929(Evidence code:IEA/Database source:UniProtKB-KW:KW-0652)Q05717(Evidence code:IEA/Database source:UniProtKB:P24593|ens), ANG2 IGFBP5,BP,2,2 of 32,1.16,6.25,0.01443,0.04245
GO:0050660,flavin adenine dinucleotide binding,E1BBX5(Evidence code:IEA/Database source:InterPro:IPR036318)E1BKZ1(Evidence code:IEA/Database source:InterPro:IPR006322|I), AOX2 GSR,MF,2,2 of 32,1.16,6.25,0.01443,0.04245
GO:0019838,growth factor binding,Q28019(Evidence code:IEA/Database source:UniProtKB-KW:KW-0340)Q05717(Evidence code:IEA/Database source:UniProtKB-KW:KW-0340), LTBP2 IGFBP5,MF,2,2 of 29,1.16,6.9,0.01209,0.04245
GO:0008203,cholesterol metabolic process,P01131(Evidence code:IEA/Database source:UniProtKB-KW:KW-0153)Q2KIW4(Evidence code:IEA/Database source:UniProtKB:P04180|ens), LDLR LCAT,BP,2,2 of 33,1.16,6.06,0.01525,0.04245
GO:0072593,reactive oxygen species metabolic process,P49259(Evidence code:ISS/Database source:UniProtKB:Q13018)O18739(Evidence code:IEA/Database source:UniProtKB:P29268|ens), PLA2R1 CTGF,BP,2,2 of 29,1.16,6.9,0.01209,0.04245
GO:0001764,neuron migration,E1BPC9(Evidence code:IEA/Database source:UniProtKB:Q61330|ens)F1MEW1(Evidence code:IEA/Database source:UniProtKB:O08665|ens), CNTN2 SEMA3A,BP,2,2 of 29,1.16,6.9,0.01209,0.04245
GO:0032991,protein-containing complex,P00514(Evidence code:IEA/Database source:UniProtKB:P10644|ens)E1BI98(Evidence code:IEA/Database source:UniProtKB:P12109|ens), PRKAR1A COL6A1,CC,2,2 of 1693,1.16,0.12,0.01333,0.04245
GO:0002020,protease binding,P01131(Evidence code:IEA/Database source:UniProtKB:P01130|ens)F1ML75(Evidence code:IEA/Database source:UniProtKB:P13504|ens), LDLR IL1R1,MF,2,2 of 33,1.16,6.06,0.01525,0.04245
GO:0004860,protein kinase inhibitor activity,P21793(Evidence code:IBA/Database source:PANTHER:PTN000043893)F1MMI6(Evidence code:IBA/Database source:PANTHER:PTN000043893), DCN LRRC15,MF,2,2 of 32,1.16,6.25,0.01443,0.04245
GO:0042593,glucose homeostasis,F1MW08(Evidence code:IEA/Database source:UniProtKB:Q8R2E9|ens)Q05717(Evidence code:IEA/Database source:UniProtKB:Q07079|ens), ERO1B IGFBP5,BP,2,2 of 33,1.16,6.06,0.01525,0.04245
GO:0008021,synaptic vesicle,Q0VC68(Evidence code:IEA/Database source:InterPro:IPR030647)P45478(Evidence code:ISS/Database source:UniProtKB:P50897), SEPT5 PPT1,CC,2,2 of 31,1.16,6.45,0.01363,0.04245
